phase,design,cluster,repeat,cell,run_id,opaque_unit,run_status,behaviors,issues,old_run_eligible,corrected_run_eligible,source_ref,source_file_sha256,source_line_sha256,old_quartet_eligible,corrected_quartet_eligible,excluded_due_to_runs
g,c1-context-grid,s05,3,p00,run-3c0d5adedf80ec7d5b77ae75,i_e75df66f986bd146a9794ce9,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L15,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,17215c7052d36a94c9c99f83d74c66af4bd9bb0861de774d6de51608d325d2a5,False,False,"[""run-6bf6c9194559ef6a87dccad4"",""run-b7116cab466908ff59e4b31f""]"
g,c1-context-grid,s01,1,p01,run-98df0f0bab5f2894359f48c5,i_2a3ec35736fa32b7cd099518,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L16,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,3ce510de92d3743e6fb91fdac0034e08638b4bdec6d9cec9db21a6010f23b36b,False,False,"[""run-3b0fa535882a9ac125fe649b"",""run-98df0f0bab5f2894359f48c5"",""run-f1ab1d35142abbd68189fb76"",""run-7708af5dc11f49d0706eb9c1""]"
g,c1-context-grid,s01,2,p01,run-bf0da736465d76b1324b5f0d,i_1d9b3ba67597c8320d4c794f,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L17,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,5ad1c729469dd7c2055bf9acc5527daa3be8fb53ae2a37d54be040408c93007b,False,False,"[""run-bf0da736465d76b1324b5f0d""]"
g,c1-context-grid,s01,3,p01,run-9071cc5c73e66f992b8c4c62,i_0e56939636e938615b261fec,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L18,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0ced5cb2d417367c010dbb95cc0bd539795cbf0e63dc5669e84995717befa54b,False,False,"[""run-ff3e29a3d11e53cd9f5f2512"",""run-9071cc5c73e66f992b8c4c62"",""run-c0743e68eb2ebc033226eb10"",""run-e22fade7fd6323d927cb4df1""]"
g,c1-context-grid,s02,1,p01,run-2f391f7b4a8cfcfeac6cc84a,i_0a447b673bf5c9aae633aca8,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L19,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,c9a33db034cc66659d92e95a2941c0e28a537689f28f1aefa1642286437a6d98,False,False,"[""run-6d44b3ea976d7fc5b7292092"",""run-2f391f7b4a8cfcfeac6cc84a""]"
g,c1-context-grid,s02,2,p01,run-551158864947a9541bfd9351,i_4a7b547dfaa440741a44049a,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L20,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,55d7bc4d757921efb44d7983c2c906fcdc503d59143b49240ecae952ff50de59,False,False,"[""run-551158864947a9541bfd9351""]"
g,c1-context-grid,s02,3,p01,run-657a8b12095c8630934e4200,i_87bd98ae512ba285faacd39c,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L21,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,e674910f8d25f7cb462dcc5cfadfa262e506e15e260f8ea618c4c3373adaaa6a,False,False,"[""run-657a8b12095c8630934e4200""]"
g,c1-context-grid,s03,1,p01,run-dd017a84171784a92dc59b00,i_87e3cecd9ae20fe53c7ff206,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L22,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0e1b750919bcdd566ac7b63dcc2465b658426a9fd2adf54cee2a2880b3dcc173,False,False,"[""run-dd017a84171784a92dc59b00""]"
g,c1-context-grid,s03,2,p01,run-3501f434750aab8dec6021c0,i_f25c5e6c83c4e98d4aaf9826,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L23,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,972550e0e06a04e5c8d20c3f5da5b9e2557e83a151f2515c1eb0af8403a01433,False,False,"[""run-5bfd275fad676acfcd33ddee"",""run-4e832c607a4aefe746d4b78d""]"
g,c1-context-grid,s03,3,p01,run-ebae5248d0945cae4584a22d,i_842e9cdc520e41a6727309b0,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L24,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,18e7ccd99216b84e84980b87c8fa0af0939684c78ace6178d7fdbcd02b5410ed,False,False,"[""run-ebae5248d0945cae4584a22d""]"
g,c1-context-grid,s04,1,p01,run-3745952122af18ec1b0d3417,i_2cb6f145cf94b1fe82424973,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L25,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,4ea91e4758f67b26578ff0cbecd1182b5b3817e73602974552f7e14c50f2ab2a,False,False,"[""run-9592a5979c0e6a2869318b7a"",""run-3745952122af18ec1b0d3417"",""run-81f9e20cff047f1c1cdbd0a5""]"
g,c1-context-grid,s04,2,p01,run-c612861b3bd010e67b8712d8,i_ff0f8905dc6c1d2d240147e1,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L26,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,a102739a849895378ca3602932b0fdbe253c81eadfe04046eeee4560f0a00220,False,False,"[""run-f64ac65cb49e1391c34701ba"",""run-c612861b3bd010e67b8712d8""]"
g,c1-context-grid,s04,3,p01,run-0ef68c3199fed1de8f1b645d,i_04af29e1784aadb18bab45a6,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L27,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,d51503b4b52f1307b0814ee2860bcca11a789693160e583001f352c4bf2c8baf,False,False,"[""run-bfcf2e004553ff809178ed35"",""run-0ef68c3199fed1de8f1b645d"",""run-40cca805e36ea475205749f0"",""run-4a2edbeed7769604ebd32694""]"
g,c1-context-grid,s05,1,p01,run-38e107a942efab16d04f838c,i_30a4a24a7380a639993e2b2a,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L28,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,bab1ad833d0949068745f458462a730a87fcb36fcf13fb0a1dd6d48225523402,False,False,"[""run-f22627ab916e3cb6ef9e696c"",""run-38e107a942efab16d04f838c""]"
g,c1-context-grid,s05,2,p01,run-a6c3f4176a359ee4b10a99d4,i_b384e8addc289f68d13f6984,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L29,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,6fed45172a5b5553ee2adea5449ebe78b3ae1f00b9d011cd084eaf9ba61a6ce4,False,False,"[""run-fa323463b3c002347f7da87e"",""run-a6c3f4176a359ee4b10a99d4""]"
g,c1-context-grid,s05,3,p01,run-6bf6c9194559ef6a87dccad4,i_e39de113f452737d4bef1212,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L30,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,85b43bdc97b82a57d374adf4f658490cb089fa8c6bc9bbe951dc0665b9160645,False,False,"[""run-6bf6c9194559ef6a87dccad4"",""run-b7116cab466908ff59e4b31f""]"
g,c1-context-grid,s01,1,p10,run-f1ab1d35142abbd68189fb76,i_dd31df75432ec304aa3ca8ad,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L31,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,c916e35dd39160bfc7dbb1bfa8b583b8361b238cfc02e64de0bee1f0249e9e88,False,False,"[""run-3b0fa535882a9ac125fe649b"",""run-98df0f0bab5f2894359f48c5"",""run-f1ab1d35142abbd68189fb76"",""run-7708af5dc11f49d0706eb9c1""]"
g,c1-context-grid,s01,2,p10,run-efd7e75a3a19b1316ab30153,i_2c40c49292fe7fb218a98abb,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L32,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,e583754f58e183d34719e66d4ef3d233bca32c2fbf13fb0a0d64e5133d0c8999,False,False,"[""run-bf0da736465d76b1324b5f0d""]"
g,c1-context-grid,s01,3,p10,run-c0743e68eb2ebc033226eb10,i_3f3a458f98521fc0a4bdc05a,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L33,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,bcfa3cc22a6faf9443d23e623f8c4cf4a358332fec2c1e1a5b86317b08f0b8ba,False,False,"[""run-ff3e29a3d11e53cd9f5f2512"",""run-9071cc5c73e66f992b8c4c62"",""run-c0743e68eb2ebc033226eb10"",""run-e22fade7fd6323d927cb4df1""]"
g,c1-context-grid,s02,1,p10,run-ce825f7b5035efdbc0da8eb7,i_af3b5cf29ce3c7cc50cdda26,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L34,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,6e446c1e6d792ad72d1e3674152fc5ec94e77b6489a417c80a3311070f15b447,False,False,"[""run-6d44b3ea976d7fc5b7292092"",""run-2f391f7b4a8cfcfeac6cc84a""]"
g,c1-context-grid,s02,2,p10,run-bf5d37d3a69a174df0c5d448,i_a2b3e2159d23b287f624c46b,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L35,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,ee3512bf7f40a6c48cdb5315473045b2ecd37eb6ff213e1b3bd116760b5c5cba,False,False,"[""run-551158864947a9541bfd9351""]"
g,c1-context-grid,s02,3,p10,run-3aef16c882f1ad8badd51fad,i_c01097a0ec3f1cfebe0d62f8,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L36,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,1d187b25010765ca6a20bcce57eaf2851333264f8cb48afcf5373dd20ca171f5,False,False,"[""run-657a8b12095c8630934e4200""]"
g,c1-context-grid,s03,1,p10,run-399c87f3dba76a9b3a7849f0,i_f103c7d9d213e3512c419d7f,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L37,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2f87572b8a3a941d6af4a749b7f7ccad53653ec982b2384ec67ce6b7c89752fc,False,False,"[""run-dd017a84171784a92dc59b00""]"
g,c1-context-grid,s03,2,p10,run-5bfd275fad676acfcd33ddee,i_6f4877d73454d66c9941fc99,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L38,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,6de67a72c72b94e5c69110d8569754eff525035b9d7e9d0a35a9cf82645ae1aa,False,False,"[""run-5bfd275fad676acfcd33ddee"",""run-4e832c607a4aefe746d4b78d""]"
g,c1-context-grid,s03,3,p10,run-f3d4775815f851d1726e164e,i_857841e52ee98be523ec216f,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L39,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,48bb75058e1688a2ed48176d5d43d8de9ed761032046e2c53ed7e5f47c947ccc,False,False,"[""run-ebae5248d0945cae4584a22d""]"
g,c1-context-grid,s04,1,p10,run-81f9e20cff047f1c1cdbd0a5,i_e93352be87bcebc4e90d09cb,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L40,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,f397a4e689ef619a2daae7f8eef291bfcc8d234b65aea01ab949543a7c5dbb37,False,False,"[""run-9592a5979c0e6a2869318b7a"",""run-3745952122af18ec1b0d3417"",""run-81f9e20cff047f1c1cdbd0a5""]"
g,c1-context-grid,s04,2,p10,run-02f15de5b4e08b1d746c8874,i_d0292789027b28f103be121f,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L41,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,f5ce38cf2a4b7322cd71e17a2147e98a24b97aa55f2f38a1ce8450ab1cfaa783,False,False,"[""run-f64ac65cb49e1391c34701ba"",""run-c612861b3bd010e67b8712d8""]"
g,c1-context-grid,s04,3,p10,run-40cca805e36ea475205749f0,i_47c2e42f56ae24a4097acda0,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L42,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,818ee656d92a979beff84a46fd08c4a334978d3d71a500f0ce2ad389929b8af9,False,False,"[""run-bfcf2e004553ff809178ed35"",""run-0ef68c3199fed1de8f1b645d"",""run-40cca805e36ea475205749f0"",""run-4a2edbeed7769604ebd32694""]"
g,c1-context-grid,s05,1,p10,run-5adbd2135b41d0a389a2ae2e,i_fd7e7948ad30dbc5b223063f,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L43,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,82ce64261a857bdc5e8a6c4968ea2c8d74257c90edd3199d60818e463ff41653,False,False,"[""run-f22627ab916e3cb6ef9e696c"",""run-38e107a942efab16d04f838c""]"
g,c1-context-grid,s05,2,p10,run-f8388e72a83d9b152b46f2bb,i_cffc4c5a430918e663d8d0bd,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L44,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,c663b2808fee1610f1f707f14bbd9da131698e763057555e3b9eab8810ebbb5a,False,False,"[""run-fa323463b3c002347f7da87e"",""run-a6c3f4176a359ee4b10a99d4""]"
g,c1-context-grid,s05,3,p10,run-a7559e08c63a878c73c80e02,i_cbd3e90b3977982f8e78ecef,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L45,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,395ab0136f44da6f82474732863eab4ed5d2800f6ea2cbeaef0ff14d91118a66,False,False,"[""run-6bf6c9194559ef6a87dccad4"",""run-b7116cab466908ff59e4b31f""]"
g,c1-context-grid,s01,1,p11,run-7708af5dc11f49d0706eb9c1,i_dc87a55c9050074ec1b842fa,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L46,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0492a9b191c6f1c18be147e7d2ce2736498789405332041cd8db1817c3684c9e,False,False,"[""run-3b0fa535882a9ac125fe649b"",""run-98df0f0bab5f2894359f48c5"",""run-f1ab1d35142abbd68189fb76"",""run-7708af5dc11f49d0706eb9c1""]"
g,c1-context-grid,s01,2,p11,run-f6a7f89b886b8c1d4e0a4f69,i_32cbf07e4038edd2b13a04fc,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L47,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2ae86ee75fc177468b1c8865242893300387cbc9fee1717a7864828bb3f62ff4,False,False,"[""run-bf0da736465d76b1324b5f0d""]"
g,c1-context-grid,s01,3,p11,run-e22fade7fd6323d927cb4df1,i_8803724f0409ffb69b623d84,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L48,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0fd53f0459b06193e2d57d1d4ed22bf2a358bd0264cfc3251d082bc0f3881ce7,False,False,"[""run-ff3e29a3d11e53cd9f5f2512"",""run-9071cc5c73e66f992b8c4c62"",""run-c0743e68eb2ebc033226eb10"",""run-e22fade7fd6323d927cb4df1""]"
g,c1-context-grid,s02,1,p11,run-7fb907b18f21fbc1e78c38ec,i_43f7056c1824240f64575ffe,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L49,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,4b1b92af6f98918b795e20cd70a8d5b81e4ac539ccbe1d8d8c1e0bd8989efe60,False,False,"[""run-6d44b3ea976d7fc5b7292092"",""run-2f391f7b4a8cfcfeac6cc84a""]"
g,c1-context-grid,s02,2,p11,run-77f1d0523c6c4499b7dcc079,i_18262f428b7a655f214dc329,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L50,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,b092e248ed3c0879673c8df5ff6f019cfc38bb0fd036eb537216c5733707ef70,False,False,"[""run-551158864947a9541bfd9351""]"
g,c1-context-grid,s02,3,p11,run-1b393dd47b8556145aeb0cf0,i_29b2380d171908db7e70051b,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L51,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2ef17906dfb67ad95226cf53e640a6d0f3cf56c7e3a36e81986c8da9eb0e254a,False,False,"[""run-657a8b12095c8630934e4200""]"
g,c1-context-grid,s03,1,p11,run-2d010ac02682e9a40d852016,i_2cae030d365e800e7c8d3fcf,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L52,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2799ab545117df3f4a2eb8c677dc5cc1b4d0f5e7d8cdfb40f8523b3dc69628c5,False,False,"[""run-dd017a84171784a92dc59b00""]"
g,c1-context-grid,s03,2,p11,run-4e832c607a4aefe746d4b78d,i_23a5e31e606200754a506044,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L53,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,7d0eb5e853836fd36754ed8cd72dea9452b80a881a3905fe395fa60a0b07f40d,False,False,"[""run-5bfd275fad676acfcd33ddee"",""run-4e832c607a4aefe746d4b78d""]"
g,c1-context-grid,s03,3,p11,run-b5490655e99bd42334bdffeb,i_d9a215d83cc8c39f505146fa,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L54,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2a6647ee2e79364ca22acfd64cbae5b94c820a0e693fa214d113d317cf824ab1,False,False,"[""run-ebae5248d0945cae4584a22d""]"
g,c1-context-grid,s04,1,p11,run-27f8b42e20c1d73e56feb793,i_e391fed0bd67d08734771f1c,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L55,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,82c43f53976f239e7c2b49c019b97b65c764bc477c96df015c9d66843593153c,False,False,"[""run-9592a5979c0e6a2869318b7a"",""run-3745952122af18ec1b0d3417"",""run-81f9e20cff047f1c1cdbd0a5""]"
g,c1-context-grid,s04,2,p11,run-9f705f2cb87703e068c4753c,i_f9b1fac671dd01e5d743c4f1,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L56,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,1c52e86db9b3b9e93726043171074c4c0f342634487e63426ba886c600ca93fe,False,False,"[""run-f64ac65cb49e1391c34701ba"",""run-c612861b3bd010e67b8712d8""]"
g,c1-context-grid,s04,3,p11,run-4a2edbeed7769604ebd32694,i_2b12a7125f196b17cd455ca1,completed,"[""schema_rejection"",""normal""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L57,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,d6fe6a2c311189a5384c2aa4b5cd853e15a6fe292baeff80d2aadb1697ae3131,False,False,"[""run-bfcf2e004553ff809178ed35"",""run-0ef68c3199fed1de8f1b645d"",""run-40cca805e36ea475205749f0"",""run-4a2edbeed7769604ebd32694""]"
g,c1-context-grid,s05,1,p11,run-a98d89dc3d58b1c49619dc15,i_ed384bab75eedad9040c55ce,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L58,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,15e64d2a525a41b0cb91f518abb022f8f86dbc982e57e865228f63ccbda5f20f,False,False,"[""run-f22627ab916e3cb6ef9e696c"",""run-38e107a942efab16d04f838c""]"
g,c1-context-grid,s05,2,p11,run-6ad9c5db875e83b1d84fbdeb,i_d80b4f89d95c5518d3a91c72,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L59,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,cf25c0753b8e959f0d2b90dc973d767736c76616c8c9628ffe771f33caa3061f,False,False,"[""run-fa323463b3c002347f7da87e"",""run-a6c3f4176a359ee4b10a99d4""]"
g,c1-context-grid,s05,3,p11,run-b7116cab466908ff59e4b31f,i_6a64fc2daf88fd136932d237,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L60,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,c39c6b56b8c353fbb4e368d70e834184490209110bf57c16d54d023d9722369b,False,False,"[""run-6bf6c9194559ef6a87dccad4"",""run-b7116cab466908ff59e4b31f""]"
g,c2-tool-return-grid,s01,1,p00,run-a2a5a5d1e4057b47ab1e4eba,i_288d1e8ee05a3a7a458a6ab3,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L61,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,2c3a3a4362188ac7dcb230fd28db1650c0b360cf6d03fcd22bb4b20064617e76,False,False,"[""run-a2a5a5d1e4057b47ab1e4eba"",""run-4f8d360fbfea11f39a027a5c"",""run-befc2e967ab79820d72a91ed"",""run-05852c94e5983acafd62196a""]"
g,c2-tool-return-grid,s01,2,p00,run-8ca47f4633000a0141a06c24,i_6bec0359150137f3155a1704,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L62,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0916e2177a7ac295e017c5aa21588ba3a49427667263a6d34a12cae088771fa3,False,False,"[""run-8ca47f4633000a0141a06c24"",""run-d7eb27fcc0dc9d9028919df0"",""run-8f0ad6db04a5a52c6085aa54""]"
g,c2-tool-return-grid,s01,3,p00,run-af25f9298c8023b9a169f8c1,i_9960a9eadba5ca90fb580348,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L63,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,59655cfc55cdebcae2c9e02ce6b30762ac27e35e696c9e90928a3bb02004df57,False,False,"[""run-f3746f6fabc7e16dd8703f4c"",""run-8ed7f1beb5b1c0c817ea4cf2"",""run-dad470fa30ed0e9f937e7305""]"
g,c2-tool-return-grid,s02,1,p00,run-34160e8c6e8335ce944785be,i_c2b12697e59f2fc7b1aec32a,completed,"[""normal"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L64,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,0a977a462d603c33fb9ec22077ba26dda1c30c57cdf2a540fc85d5f5c1563cbe,False,False,"[""run-34160e8c6e8335ce944785be"",""run-995ab8dac2c638c6c36b70f2"",""run-9b3a79bce3c9dd7585f5a8e6""]"
g,c2-tool-return-grid,s02,2,p00,run-d17fa1ff50cfbfb956a37769,i_18284e91e251e8f12c659f8b,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L65,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,642dd4a9253014574deb6fd2c3ba3c260cd0454aad73a53c49a25bfcd11610ea,False,False,"[""run-7a066adb28f53eeee0964eb1""]"
g,c2-tool-return-grid,s02,3,p00,run-a8280a428db0fd59805bfcb6,i_505d39c45ccfee6642fada9d,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L66,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,5b5040582f4995845dafed365f77555ca94caa278240b412905561fd517ed729,False,False,"[""run-66f82ece3aa70af534d8f342""]"
g,c2-tool-return-grid,s03,1,p00,run-4da6501f7dd28961f03426db,i_992bf11ab6b9f1459113eb95,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L67,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,4a5a28fad35ec9976c15c5fea9a04513ed885d2f022d24a127c1b6252b103d78,False,False,"[""run-a4f2dfdb829726a73d5a6a1c"",""run-1ce9f63ba0f9d200a90d65f4""]"
g,c2-tool-return-grid,s03,2,p00,run-068a0ceb4fb30261a3ac42f7,i_a8d69b25f0af6ba435d4a7df,completed,"[""schema_rejection"",""schema_rejection""]",[],False,False,datasets/t17-v2/stages/g/core-trials.jsonl#L68,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,6b813b51fcf9db1edcdf53202d1671429adb391b3f359655483a13ff4356ad5f,False,False,"[""run-068a0ceb4fb30261a3ac42f7"",""run-78fda22e882e27574f37e324""]"
g,c2-tool-return-grid,s03,3,p00,run-04f24628a5780cef6c9b1eb7,i_d542f46ea668f619a34ed3ba,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L69,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,3c00abcb7214279cba7d7427bb1612f4c2d3af4278d67467b00f53147ae69b29,True,True,[]
g,c2-tool-return-grid,s04,1,p00,run-dfe2391f3fd2a9a37c569317,i_d2c455bd01defeb721b1fe64,completed,"[""normal"",""normal""]",[],True,True,datasets/t17-v2/stages/g/core-trials.jsonl#L70,2b42b5dd159392ddbfe9f263c9bb2f472f5236200b5d32281e016014109e1ac9,fca23bcbf8e4daf9bc36cbe39cc4c94010ace4392396cc36b0cf0da63dec13f2,False,False,"[""run-2ecd78ce825e22249fb9a3c7""]"
