request_id,unit,role,endpoint,request_sha256,status,failure,http_status,response_id,model,actual_tokens,request_line,result_line
245,RIR-I2-neutral-R2-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,f35fea9896f1531ffea36318765c4dfe29afde1c3f92a70b6f1fdb8fe6441c08,completed,,200,resp_07a33fd2d566e9f8016aab6174485087d09759d2d6eb88b4d7,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad74-aa36-7c73-b531-37b67bc8a286"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad74-aa36-7c73-b531-37c29d28e545"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad74-aa37-7383-a783-26407ba888f0"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1807, ""output_tokens"": 0}], ""input_tokens"": 1807, ""output_tokens"": 0}, ""msg_07a33fd2d566e9f8016aab6175a11487d0a2129927cb26b5d8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_ae052fb3-f9c9-53ce-985a-d6fb90a9377d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_07a33fd2d566e9f8016aab6174fc0087d08a14b9af90f6a4c2"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 28}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2164, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 74, ""output_tokens_details"": {""reasoning_tokens"": 28}, ""total_tokens"": 2238}",245,245
246,RIR-I2-neutral-R2-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,290d5b2f435572c41bb7e7e870f6609dfd95a0eda9bea02d20be089e49bf9309,completed,,200,resp_0db51f9d178eb40d016aab617be73c87d0a78310152d8702c4,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad74-d36a-7ef2-b7d0-8476fee98be1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad74-d36a-7ef2-b7d0-8486e0d60630"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad74-d36b-70f1-8952-4ee38fed2147"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1958, ""output_tokens"": 0}], ""input_tokens"": 1958, ""output_tokens"": 0}, ""msg_0db51f9d178eb40d016aab617d82f887d09224f8ca179185ef"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 36}], ""input_tokens"": 0, ""output_tokens"": 36}, ""msg_68387ce7-8830-52a4-89ea-11a444e625f0"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0db51f9d178eb40d016aab617cc46c87d0bff324ca04f375cb"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 33}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2315, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 69, ""output_tokens_details"": {""reasoning_tokens"": 33}, ""total_tokens"": 2384}",246,246
247,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,273b368fa6018aa1b28abc4732ab771e9bcc9dcd17dfd3fd8ad0ec6f3abbcf74,completed,,200,resp_08a9dacc51a1f85f016aab6183562487d0a149eaccb040ca94,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad74-f0e3-7961-b8a2-c1a1e73e9628"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad74-f0e3-7961-b8a2-c1beb70b12ae"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad74-f0e4-7a11-838d-01a77f3d1050"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 850, ""output_tokens"": 0}], ""input_tokens"": 850, ""output_tokens"": 0}, ""msg_08a9dacc51a1f85f016aab6184eca887d0ba574466433107ab"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_158f0959-686a-5a85-ab34-5e437474382f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_08a9dacc51a1f85f016aab6183e82c87d099908c095837f9ea"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 30}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1207, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 59, ""output_tokens_details"": {""reasoning_tokens"": 30}, ""total_tokens"": 1266}",247,247
248,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,fa5df21bf1dbc966b0173994619e191c690071faf4786e0d14ad7fff128643e8,completed,,200,resp_033601614179c63b016aab618a5bac87d0bfeb5e07f24bee08,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-0c1c-7272-a453-38584f244bd1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-0c1c-7272-a453-3860ed9ccf45"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-0c1c-7272-a453-388b182eb221"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1022, ""output_tokens"": 0}], ""input_tokens"": 1022, ""output_tokens"": 0}, ""msg_033601614179c63b016aab618c8a9487d0995e2bb17e5dddaf"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_2374826e-b861-5d32-8788-10a3aab0b954"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_033601614179c63b016aab618b005c87d0b49e831509d29b4c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 73}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1379, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 119, ""output_tokens_details"": {""reasoning_tokens"": 73}, ""total_tokens"": 1498}",248,248
249,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,2676346351512bff2152260b683b4ccab8123d2a592645411b48d485c93fbf0d,completed,,200,resp_00a42a7cada8b221016aab6192d4ec87d0b5fff6ac1f26f907,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_00a42a7cada8b221016aab6194973c87d08e2dc9a1a2426688"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 43}], ""input_tokens"": 0, ""output_tokens"": 43}, ""msg_01a0ad75-2d20-7ff0-990a-62f332ef1b44"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-2d20-7ff0-990a-6305ed0a1958"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-2d21-7da2-b7cd-906f4f1e3b07"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1168, ""output_tokens"": 0}], ""input_tokens"": 1168, ""output_tokens"": 0}, ""msg_f16b1f1d-6645-55d5-8018-dcc3eba5ac3f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_00a42a7cada8b221016aab6193592887d0aaac877a7c041374"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 45}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1525, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 88, ""output_tokens_details"": {""reasoning_tokens"": 45}, ""total_tokens"": 1613}",249,249
250,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,a9b6996894b32cac12b62ddff0f93fdbc0968450d1de04dccb17dd14ccdd5b71,completed,,200,resp_02bb9e4611498974016aab619a8c7487d0ab94f67b80a85a9b,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-4aa8-79e0-b453-d4da3ecdb139"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-4aa8-79e0-b453-d4ebea76e376"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-4aa9-71d0-a81d-cf5ff50bc37e"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1246, ""output_tokens"": 0}], ""input_tokens"": 1246, ""output_tokens"": 0}, ""msg_02bb9e4611498974016aab619c165087d09c312ff556df9101"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_eed533ba-7d2b-57e6-aae6-3e69f77d17e8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_02bb9e4611498974016aab619b740487d086e9eb34270008b6"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 27}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1603, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 56, ""output_tokens_details"": {""reasoning_tokens"": 27}, ""total_tokens"": 1659}",250,250
251,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,87a0bafebbf088d2945a3234097da0057cc55e187c6dbc8aba9380731a7b33a3,completed,,200,resp_04e2c1779f268b40016aab61a38cfc87d08c7580d810b8439e,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-6e6c-7ee2-9842-253fe90f939a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-6e6c-7ee2-9842-254e54fcc1d3"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-6e6c-7ee2-9842-2566a2f66d69"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1417, ""output_tokens"": 0}], ""input_tokens"": 1417, ""output_tokens"": 0}, ""msg_04e2c1779f268b40016aab61a5399c87d091fa2597eaf9eee8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_440161c6-86a4-5880-8f28-a9f22d24a6a1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_04e2c1779f268b40016aab61a474fc87d0812c039b6a718012"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 34}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1774, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 34}, ""total_tokens"": 1854}",251,251
252,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,2842ac5b1073842de5d5e366b7138a065b8f51068731d7b0c47f457f54e8d3dc,completed,,200,resp_0896a7591effa5e2016aab61abb9ec87d087ecc724cf378e05,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-8dd4-7ed0-8117-cbead03ff04a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-8dd4-7ed0-8117-cbfebd275d04"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-8dd5-76e2-a374-374ef4c42d45"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1565, ""output_tokens"": 0}], ""input_tokens"": 1565, ""output_tokens"": 0}, ""msg_0896a7591effa5e2016aab61ad242087d083aeceec89260270"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 43}], ""input_tokens"": 0, ""output_tokens"": 43}, ""msg_98f05f17-701f-5b8a-9987-7df3180399a7"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0896a7591effa5e2016aab61ac5b0087d0b5156e5d59d88cb1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 36}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1922, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 79, ""output_tokens_details"": {""reasoning_tokens"": 36}, ""total_tokens"": 2001}",252,252
253,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,9de356fd0603cc460872e549209e00690b23ebfd7290d69535edb6fdb2727f57,completed,,200,resp_013ab3404a033f26016aab61b49ee087d0b5dedf2520bb7d5e,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_013ab3404a033f26016aab61b6df7887d09a1dac63561ad635"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_01a0ad75-aecb-73e1-a148-912f402bcf9b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-aecb-73e1-a148-91393215b32f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-aecb-73e1-a148-915ddfe4590b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1643, ""output_tokens"": 0}], ""input_tokens"": 1643, ""output_tokens"": 0}, ""msg_5828dd0e-1a91-542d-a121-483239e20221"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_013ab3404a033f26016aab61b603f887d0a1f070977a550600"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 32}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2000, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 61, ""output_tokens_details"": {""reasoning_tokens"": 32}, ""total_tokens"": 2061}",253,253
254,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,f9a3f21d6251434e7e4358bb5c53f3953cd04c9355c50e995446da03f9678f02,completed,,200,resp_05be60ab8bb94cfd016aab61bcd87c87d0be5ebdaa260cfeee,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-d0c1-79b2-bfcb-c03be3e3ecdb"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-d0c1-79b2-bfcb-c04e94b4e5c7"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-d0c2-7f53-8f56-4f2bbda290c6"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1817, ""output_tokens"": 0}], ""input_tokens"": 1817, ""output_tokens"": 0}, ""msg_05be60ab8bb94cfd016aab61be096887d0bdeab3fc2db32de6"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_f7ad8fb6-a0a3-5a37-aae2-b0d13c911a15"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_05be60ab8bb94cfd016aab61bd582887d08e92979af90b903f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 31}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2174, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 77, ""output_tokens_details"": {""reasoning_tokens"": 31}, ""total_tokens"": 2251}",254,254
255,RIR-I2-neutral-R2-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,a78f2907336a5fc7715576305eda7844815c480840135e7dcf00b74fe10dcde3,completed,,200,resp_075df78219d8c581016aab61c304c087d0a44c699798ce870d,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad75-e93f-7f11-9335-0ce99665455f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad75-e93f-7f11-9335-0cf0572ee193"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad75-e93f-7f11-9335-0d1928547b80"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1965, ""output_tokens"": 0}], ""input_tokens"": 1965, ""output_tokens"": 0}, ""msg_075df78219d8c581016aab61c48cb087d0b700d6d8c2a141d9"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 43}], ""input_tokens"": 0, ""output_tokens"": 43}, ""msg_62515460-bafe-5eac-a835-5d4cb179d827"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_075df78219d8c581016aab61c3a66087d0bac342c68ead4f88"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 37}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2322, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 37}, ""total_tokens"": 2402}",255,255
256,RIR-I2-neutral-R2-not_revoked_control,actor,https://chatgpt.com/backend-api/codex/responses,665408d760dae0b581d13df2f5929f1b26c0dd49195449fdc50800d01d753907,completed,,200,resp_06c20553b3a515a3016aab61c9923887d0bef3b788611f586e,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad76-0327-7a61-9363-7c12488cb414"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad76-0327-7a61-9363-7c29b4ff6bbd"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad76-0328-71e2-8c08-f02e9768397c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 849, ""output_tokens"": 0}], ""input_tokens"": 849, ""output_tokens"": 0}, ""msg_06c20553b3a515a3016aab61cb821887d0b43ef2a30e8888fc"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_e327e24a-d6e5-5edb-887e-74cc1b4c8d15"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_06c20553b3a515a3016aab61ca553087d081ec83cc62b35558"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 55}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1206, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 84, ""output_tokens_details"": {""reasoning_tokens"": 55}, ""total_tokens"": 1290}",256,256
